element_type,xG_per_90,xA_per_90,bps_per_90,form,was_home,FDR,last_minutes_5_match,ict_index,Defensive_Contribution_per_90,xGC_per_90,Saves_per_90,total_points,xG_per_90_L5M,ict_index_per_90,Opponent_xGC_per_90,xG_match,xA_per_90_L5M,is_setpiece_taker,xA_match
1,0.0,0.0,14.0,1.0,1,2,90.0,2.4,0.0,0.78,3.0,2,0.0,2.4,1.5,0.0,0.002,0,0.0
1,0.0,0.0,12.0,0.0,0,3,90.0,2.0,0.0,1.53,2.0,0,0.0,2.0,1.5,0.0,0.0,0,0.0
1,0.0,0.0,12.0,1.0,1,4,90.0,1.8,0.0,1.21,2.0,1,0.0,1.8,1.5,0.0,0.0,0,0.0
1,0.0,0.0,18.0,1.3333,0,2,90.0,2.9,0.0,0.92,4.0,3,0.0,2.9,1.5,0.0,0.0,0,0.0
1,0.0,0.0,17.0,2.3333,0,3,90.0,3.0,0.0,1.22,5.0,3,0.0,3.0,1.5,0.0,0.0,0,0.0
1,0.0,0.0,15.0,2.3333,1,2,90.0,3.3,0.0,1.91,4.0,1,0.0,3.3,1.5,0.0,0.0,0,0.0
1,0.0,0.0,32.0,4.3333,0,3,90.0,4.2,0.0,2.87,5.0,9,0.0,4.2,1.5,0.0,0.0,0,0.0
1,0.0,0.0,-1.0,3.0,1,3,90.0,0.0,0.0,1.27,0.0,-1,0.0,0.0,1.5,0.0,0.0,0,0.0
1,0.0,0.0,25.0,4.6667,1,3,90.0,1.9,0.0,0.42,2.0,6,0.0,1.9,1.5,0.0,0.0,0,0.0
1,0.0,0.0,9.0,2.3333,0,3,90.0,1.0,0.0,1.14,1.0,2,0.0,1.0,1.5,0.0,0.0,0,0.0
1,0.0,0.0,26.0,4.6667,1,3,90.0,1.4,0.0,0.35,2.0,6,0.0,1.4,1.5,0.0,0.0,0,0.0
1,0.0,0.0,19.0,3.6667,0,2,90.0,4.9,0.0,1.57,7.0,3,0.0,4.9,1.5,0.0,0.0,1,0.0
1,0.0,0.0,23.0,5.0,1,3,90.0,1.8,0.0,1.08,2.0,6,0.0,1.8,1.5,0.0,0.0,0,0.0
2,0.0,0.0,10.0,1.0,1,2,45.0,0.7,1.5,4.06,0.0,1,0.0,1.4,1.5,0.0,0.0,0,0.0
2,0.0,0.04,12.0,1.0,1,2,45.0,3.8,1.8,0.52,0.0,1,0.0,7.6,1.5,0.0,0.02,0,0.02
2,0.0,0.0,9.759,1.0,0,3,57.6667,1.2,1.4639,1.659,0.0,1,0.0,1.3012,1.5,0.0,0.0104,0,0.0
2,0.15,0.01,16.0,1.0,1,2,65.75,3.4,2.4,1.89,0.0,1,0.0513,3.4,1.5,0.15,0.0103,0,0.01
2,0.0,0.01,26.0,2.6667,0,4,70.6,1.1,3.9,1.12,0.0,6,0.0382,1.1,1.5,0.0,0.0102,1,0.01
2,0.0,0.1552,13.4483,3.0,1,3,79.0,1.8,2.0172,0.8379,0.0,2,0.0342,1.8621,1.5,0.0,0.0433,0,0.15
2,0.0,0.0386,16.7143,3.3333,1,3,84.0,2.7,2.5071,0.9,0.0,2,0.0321,3.4714,1.5,0.0,0.0429,0,0.03
2,0.0,0.04,21.0,3.0,0,4,85.4,4.3,3.15,1.38,0.0,5,0.0316,4.3,1.5,0.0,0.0506,0,0.04
2,0.0,0.0123,13.5616,2.6667,1,4,82.0,1.3,2.0342,3.4274,0.0,1,0.0,1.6027,1.5,0.0,0.0527,0,0.01
2,0.07,0.03,43.0,7.0,1,3,82.0,8.2,6.45,0.42,0.0,15,0.0154,8.2,1.5,0.07,0.0571,0,0.03
2,0.0,0.0,26.0,7.3333,0,3,82.6,3.9,3.9,2.73,0.0,6,0.0153,3.9,1.5,0.0,0.024,0,0.0
2,0.06,0.0,24.0,7.3333,1,3,77.6,1.2,3.6,0.86,0.0,1,0.0232,2.4,1.5,0.03,0.0186,0,0.0
2,0.0,0.45,90.0,2.6667,1,3,60.0,0.1,13.5,3.15,0.0,1,0.03,4.5,1.5,0.0,0.015,0,0.01
2,0.0,0.0,12.0,1.0,0,2,54.4,1.0,1.8,3.28,0.0,1,0.0331,2.0,1.5,0.0,0.0132,0,0.0
2,0.0,0.0,2.0,0.6667,0,2,45.4,0.0,0.3,1.22,0.0,0,0.0119,0.0,1.5,0.0,0.004,1,0.0
2,0.08,0.08,15.0,0.6667,1,3,45.4,6.5,2.25,1.11,0.0,1,0.0436,6.5,1.5,0.08,0.0357,0,0.08
2,0.0,0.02,7.0,0.6667,0,2,54.4,0.9,1.05,3.32,0.0,1,0.0265,0.9,1.5,0.0,0.0364,1,0.02
2,0.36,0.01,29.0,3.0,1,4,72.0,5.8,4.35,1.48,0.0,7,0.11,5.8,1.5,0.36,0.0275,0,0.01
2,0.0,0.0132,39.7059,5.6667,0,4,76.6,1.9,5.9559,2.2235,0.0,9,0.1034,2.5147,1.5,0.0,0.0282,1,0.01
2,0.0,0.0,11.7391,0.0,0,2,23.0,0.2,1.7609,4.6957,0.0,0,0.0,0.7826,1.5,0.0,0.0,0,0.0
2,0.0,0.0,150.0,0.5,1,3,13.0,0.3,22.5,0.0,0.0,1,0.0,9.0,1.5,0.0,0.0,0,0.0
2,0.0,0.18,23.0,2.3333,1,2,38.6667,4.8,3.45,0.95,0.0,6,0.0,4.8,1.5,0.0,0.1397,0,0.18
2,0.0,0.02,14.0,3.0,0,3,51.5,3.0,2.1,1.38,0.0,2,0.0,3.0,1.5,0.0,0.0874,0,0.02
2,0.03,0.02,14.0,3.0,1,3,59.2,2.2,2.1,3.94,0.0,1,0.0091,2.2,1.5,0.03,0.0669,0,0.02
2,0.0,0.01,26.0,3.3333,0,3,72.6,3.6,3.9,1.01,0.0,7,0.0074,3.6,1.5,0.0,0.057,0,0.01
2,0.0,0.02,28.0,4.6667,1,2,90.0,4.5,4.2,0.42,0.0,6,0.006,4.5,1.5,0.0,0.05,0,0.02
2,0.06,0.0,22.0,6.3333,0,3,90.0,2.7,3.3,2.73,0.0,6,0.018,2.7,1.5,0.06,0.014,1,0.0
2,0.07,0.0,1.0,4.3333,0,4,90.0,3.9,0.15,2.65,0.0,1,0.032,3.9,1.5,0.07,0.01,0,0.0
2,0.2,0.01,22.0,4.0,1,4,90.0,1.7,3.3,1.4,0.0,5,0.066,1.7,1.5,0.2,0.008,1,0.01
2,0.06,0.02,15.0,2.3333,1,4,90.0,5.1,2.25,1.48,0.0,1,0.078,5.1,1.5,0.06,0.01,1,0.02
2,0.0,0.0,67.5,2.3333,0,4,72.8,0.2,10.125,2.925,0.0,1,0.0964,4.5,1.5,0.0,0.0074,0,0.0
2,0.0,0.0,27.0,2.6667,1,3,72.8,2.4,4.05,1.69,0.0,6,0.0816,2.4,1.5,0.0,0.0074,1,0.0
2,0.14,0.36,28.0,4.6667,0,2,72.8,6.1,4.2,2.49,0.0,7,0.0989,6.1,1.5,0.14,0.0964,0,0.36
2,0.0,0.02,-6.0,4.3333,0,2,63.8,1.3,-0.9,2.26,0.0,0,0.0564,2.6,1.5,0.0,0.11,0,0.01
2,1.04,0.26,23.0,4.3333,1,4,63.8,13.8,3.45,1.11,0.0,6,0.3329,13.8,1.5,1.04,0.1777,0,0.26
2,0.22,0.0,14.0,2.3333,0,2,72.0,1.9,2.1,3.52,0.0,1,0.3225,3.8,1.5,0.11,0.1575,0,0.0
2,0.1,0.0,10.0,2.3333,0,2,72.0,2.1,1.5,3.04,0.0,0,0.3475,2.1,1.5,0.1,0.1575,0,0.0
2,0.02,0.0,16.0,0.6667,1,3,72.0,3.2,2.4,3.59,0.0,1,0.3175,3.2,1.5,0.02,0.0675,0,0.0
2,0.02,0.03,18.0,0.6667,0,3,81.0,3.0,2.7,1.75,0.0,1,0.2867,3.0,1.5,0.02,0.0644,0,0.03
2,0.09,0.02,37.0,4.6667,1,2,81.0,9.6,5.55,0.77,0.0,12,0.0756,9.6,1.5,0.09,0.0111,0,0.02
2,0.0,0.01,12.0,5.0,1,3,90.0,2.1,1.8,2.06,0.0,2,0.046,2.1,1.5,0.0,0.012,0,0.01
3,0.0,0.0127,19.0141,3.0,0,3,71.0,2.4,1.9014,2.0028,0.0,3,0.0,3.0423,1.5,0.0,0.0127,0,0.01
3,0.0,0.0228,14.8101,2.5,0,2,75.0,1.2,1.481,3.019,0.0,2,0.0,1.3671,1.5,0.0,0.018,0,0.02
3,0.0,0.1111,5.5556,2.3333,0,3,77.0,2.2,0.5556,2.2889,0.0,2,0.0,2.4444,1.5,0.0,0.0506,0,0.1
3,0.03,0.03,13.0,2.0,0,2,80.25,4.7,1.3,1.36,0.0,2,0.0084,4.7,1.5,0.03,0.0449,1,0.03
3,0.0,0.0225,12.375,2.0,1,3,80.2,1.3,1.2375,1.89,0.0,2,0.0067,1.4625,1.5,0.0,0.0404,0,0.02
3,0.0,0.02,0.0,1.6667,0,3,75.0,1.2,0.0,0.74,0.0,1,0.0072,2.4,1.5,0.0,0.0432,0,0.01
3,0.0,0.01,9.0,1.6667,1,4,77.2,1.2,0.9,1.36,0.0,2,0.007,1.2,1.5,0.0,0.0396,0,0.01
3,0.07,0.01,36.0,4.3333,0,2,79.0,7.6,3.6,2.1,0.0,10,0.0228,7.6,1.5,0.07,0.0182,0,0.01
3,0.0,0.0143,12.8571,5.0,1,4,73.6,0.7,1.2857,1.7,0.0,3,0.0171,1.0,1.5,0.0,0.0147,0,0.01
3,0.0,0.04,11.0,4.6667,0,3,75.6,6.2,1.1,2.44,0.0,1,0.0167,6.2,1.5,0.0,0.019,0,0.04
3,0.0,0.02,13.0,1.6667,0,3,84.6,3.4,1.3,1.74,0.0,1,0.0149,3.4,1.5,0.0,0.0191,0,0.02
3,0.1025,0.4671,11.3924,1.3333,1,3,82.4,1.9,1.1392,1.0823,0.0,2,0.035,2.1646,1.5,0.09,0.107,0,0.41
3,0.0,0.0111,12.2222,1.6667,0,2,80.6,2.3,1.2222,3.5556,0.0,2,0.0201,2.5556,1.5,0.0,0.1094,0,0.01
3,0.0,0.0692,5.7692,2.3333,1,4,83.6,1.1,0.5769,1.7077,0.0,3,0.0194,1.2692,1.5,0.0,0.1163,0,0.06
3,0.0,0.0228,12.5316,2.6667,0,3,81.4,1.5,1.2532,2.4608,0.0,3,0.0199,1.7089,1.5,0.0,0.115,0,0.02
3,0.03,0.02,12.0,2.6667,0,3,81.4,6.0,1.2,3.04,0.0,2,0.0265,6.0,1.5,0.03,0.115,1,0.02
3,0.0536,0.0107,31.0714,5.0,1,2,82.4,7.8,3.1071,3.4714,0.0,10,0.0175,8.3571,1.5,0.05,0.0262,0,0.01
3,0.0234,0.0234,12.8571,4.6667,0,3,81.6,1.3,1.2857,1.9052,0.0,2,0.0221,1.5195,1.5,0.02,0.0287,0,0.02
3,0.06,0.11,28.0,5.6667,1,2,84.0,5.7,2.8,0.77,0.0,5,0.0343,5.7,1.5,0.06,0.0386,0,0.11
3,0.0703,0.0141,4.2188,3.3333,1,2,81.0,2.4,0.4219,1.575,0.0,3,0.0467,3.375,1.5,0.05,0.0378,0,0.01
3,0.0,0.31,15.0,3.3333,0,3,81.0,2.5,1.5,1.47,0.0,2,0.04,2.5,1.5,0.0,0.1022,0,0.31
3,0.0,0.04,14.0,2.3333,1,2,82.2,4.4,1.4,1.71,0.0,2,0.0285,4.4,1.5,0.0,0.1073,0,0.04
3,0.5159,0.0439,32.9268,4.3333,1,2,83.2,7.9,3.2927,2.3927,0.0,9,0.1255,8.6707,1.5,0.47,0.1103,0,0.04
3,0.0,0.0122,15.8108,4.6667,0,3,80.0,3.7,1.5811,1.8122,0.0,3,0.117,4.5,1.5,0.0,0.0923,0,0.01
4,0.0,0.18,54.0,1.0,0,3,5.0,1.5,0.0,1.26,0.0,1,0.0,27.0,1.5,0.0,0.18,0,0.01
4,0.061,0.0305,4.5763,1.0,1,4,32.0,2.7,0.0,1.5254,0.0,1,0.0562,4.1186,1.5,0.04,0.0422,1,0.02
4,0.0682,0.0,8.1818,1.3333,0,3,43.3333,3.2,0.0,1.4591,0.0,2,0.0623,4.3636,1.5,0.05,0.0208,0,0.0
4,0.0,0.0,20.7692,1.3333,1,3,39.0,0.8,0.0,3.4269,0.0,1,0.0519,2.7692,1.5,0.0,0.0173,1,0.0
4,0.0,0.4154,34.6154,1.3333,1,2,33.8,2.9,0.0,1.8692,0.0,1,0.0479,20.0769,1.5,0.0,0.0479,1,0.06
4,0.7579,0.0,4.7368,1.0,1,3,36.6,2.4,0.0,1.1842,0.0,1,0.123,11.3684,1.5,0.16,0.0393,0,0.0
4,0.0,0.0,-3.3333,1.0,0,3,30.2,0.5,0.0,0.1667,0.0,1,0.1252,1.6667,1.5,0.0,0.0358,1,0.0
4,0.0,0.0,67.5,1.0,1,3,17.8,0.0,0.0,2.475,0.0,1,0.1618,0.0,1.5,0.0,0.0607,0,0.0
4,1.3091,0.0,8.1818,1.0,0,3,14.8,0.5,0.0,0.9,0.0,1,0.3892,4.0909,1.5,0.16,0.073,0,0.0
4,0.0,0.0,24.5455,1.0,1,3,14.4,0.0,0.0,0.1636,0.0,1,0.4,0.0,1.5,0.0,0.0,0,0.0
4,0.8566,0.0217,39.0361,4.3333,0,2,27.2,6.2,0.0,1.7892,0.0,11,0.6287,6.7229,1.5,0.79,0.0132,0,0.02
4,0.0,0.015,9.0,4.6667,0,3,33.8,0.4,0.0,3.495,0.0,2,0.5059,0.6,1.5,0.0,0.016,0,0.01
4,0.0655,0.0327,1.6364,4.6667,1,4,44.0,3.4,0.0,1.0145,0.0,1,0.405,5.5636,1.5,0.04,0.0205,0,0.02
2,0.0,0.04,14.0,0.0,1,3,45.0,0.9,2.1,0.48,0.0,0,0.0,1.8,1.5,0.0,0.04,1,0.02
2,0.0,0.01,12.0,-0.5,0,3,67.5,2.5,1.8,1.8,0.0,-1,0.0,2.5,1.5,0.0,0.02,0,0.01
2,0.0,0.04,18.0,0.0,1,2,75.0,3.5,2.7,1.24,0.0,1,0.0,3.5,1.5,0.0,0.028,0,0.04
2,0.0,0.0,17.7273,0.3333,0,2,72.75,1.5,2.6591,1.4591,0.0,1,0.0,2.0455,1.5,0.0,0.0216,0,0.0
2,0.0,0.0107,25.7143,2.0,1,2,75.0,3.5,3.8571,1.2429,0.0,4,0.0,3.75,1.5,0.0,0.0192,0,0.01
2,0.0,0.0,6.6667,2.0,1,3,71.4,0.2,1.0,0.8,0.0,1,0.0,0.6667,1.5,0.0,0.0151,0,0.0
2,0.0,0.0,12.7059,1.6667,0,3,70.4,2.4,1.9059,2.0859,0.0,0,0.0,2.5412,1.5,0.0,0.0128,0,0.0
2,0.0,0.0,36.0,2.3333,1,2,66.4,3.1,5.4,1.8,0.0,6,0.0,3.9857,1.5,0.0,0.0027,0,0.0
2,0.0,0.0,8.5714,2.3333,0,2,57.4,0.2,1.2857,3.9429,0.0,1,0.0,0.8571,1.5,0.0,0.0031,0,0.0
2,0.0,0.0,38.5714,2.6667,1,3,42.0,0.2,5.7857,1.8,0.0,1,0.0,2.5714,1.5,0.0,0.0,0,0.0
2,0.0,0.0,20.1724,1.0,0,3,48.2,1.4,3.0259,2.281,0.0,1,0.0,2.1724,1.5,0.0,0.0,0,0.0
3,0.0,0.0,180.0,1.0,1,2,2.0,0.7,18.0,20.7,0.0,1,0.0,31.5,1.5,0.0,0.0,0,0.0
3,0.0,0.0,54.0,1.0,1,2,3.5,1.4,5.4,0.36,0.0,1,0.0,25.2,1.5,0.0,0.0,0,0.0
3,0.0,0.0107,7.5,1.3333,1,3,30.3333,0.5,0.75,1.2429,0.0,2,0.0,0.5357,1.5,0.0,0.0099,0,0.01
3,0.04,0.01,13.0,2.0,0,3,45.25,2.2,1.3,1.12,0.0,3,0.0199,2.2,1.5,0.04,0.0099,0,0.01
3,11.4,0.0,1260.0,6.3333,1,2,36.8,10.2,126.0,0.0,0.0,14,0.2054,306.0,1.5,0.38,0.0098,0,0.0
3,0.1887,0.0,31.9355,8.0,0,2,48.8,5.3,3.1935,1.9306,0.0,7,0.2029,7.6935,1.5,0.13,0.0074,0,0.0
3,0.19,0.01,10.0,7.6667,1,4,65.8,6.6,1.0,3.94,0.0,2,0.2024,6.6,1.5,0.19,0.0082,0,0.01
3,0.07,0.01,11.0,4.0,0,4,67.0,2.6,1.1,1.01,0.0,3,0.2176,2.6,1.5,0.07,0.0081,0,0.01
3,0.18,0.02,11.0,2.6667,1,2,67.0,3.7,1.1,0.42,0.0,3,0.2552,3.7,1.5,0.18,0.0107,0,0.02
3,0.05,0.0,4.0,3.0,0,3,84.4,1.2,0.4,2.73,0.0,3,0.1322,1.2,1.5,0.05,0.0085,1,0.0
3,0.0,0.01,8.0,2.6667,0,3,90.0,0.7,0.8,2.65,0.0,2,0.098,0.7,1.5,0.0,0.01,0,0.01
3,1.87,0.01,32.0,6.3333,1,4,90.0,21.2,3.2,1.4,0.0,14,0.434,21.2,1.5,1.87,0.01,1,0.01
3,0.52,0.04,9.0,6.0,1,3,90.0,5.3,0.9,1.48,0.0,2,0.524,5.3,1.5,0.52,0.016,0,0.04
3,0.08,0.06,9.0,6.3333,0,2,90.0,5.4,0.9,2.35,0.0,3,0.504,5.4,1.5,0.08,0.024,0,0.06
3,0.09,0.03,12.0,2.3333,0,3,90.0,3.9,1.2,1.36,0.0,2,0.512,3.9,1.5,0.09,0.03,0,0.03
3,0.0,0.0,50.0,2.0,1,4,73.8,0.5,5.0,0.0,0.0,1,0.6244,5.0,1.5,0.0,0.0341,0,0.0
3,0.18,0.0,8.0,1.3333,0,3,64.8,4.0,0.8,0.74,0.0,1,0.2167,8.0,1.5,0.09,0.0361,1,0.0
3,1.3781,0.0,-5.625,1.0,1,3,53.2,1.4,-0.5625,0.675,0.0,1,0.2538,3.9375,1.5,0.49,0.0305,0,0.0
3,4.7647,0.1059,116.4706,2.6667,0,3,38.6,10.3,11.6471,4.2882,0.0,6,0.7321,54.5294,1.5,0.9,0.0233,0,0.02
3,0.2077,0.1731,51.9231,3.6667,1,4,25.8,3.5,5.1923,1.7654,0.0,4,1.0744,12.1154,1.5,0.06,0.0488,0,0.05
3,0.6882,0.0,127.0588,5.3333,0,2,27.4,5.2,12.7059,2.0118,0.0,6,1.0971,27.5294,1.5,0.13,0.046,0,0.0
3,0.0,0.02,2.0,3.6667,0,4,27.4,1.4,0.2,1.22,0.0,1,1.038,2.8,1.5,0.0,0.0526,0,0.01
3,0.1459,0.0243,9.7297,2.6667,1,3,28.4,1.7,0.973,1.3378,0.0,1,0.7289,4.1351,1.5,0.06,0.057,0,0.01
3,0.0,0.0,11.0,1.3333,0,3,43.0,2.0,1.1,3.32,0.0,2,0.1047,2.0,1.5,0.0,0.0293,0,0.0
3,0.0,0.02,2.0,1.6667,1,3,55.8,3.4,0.2,1.48,0.0,2,0.0613,3.4,1.5,0.0,0.0129,0,0.02
3,0.03,0.03,6.0,1.6667,0,4,70.4,1.7,0.6,2.6,0.0,1,0.023,1.7,1.5,0.03,0.0179,0,0.03
3,0.0,0.0,18.0,1.3333,0,3,64.4,1.1,1.8,6.06,0.0,1,0.0252,6.6,1.5,0.0,0.0168,0,0.0
3,0.3808,0.0346,0.0,1.0,1,2,62.2,2.4,0.0,0.7615,0.0,1,0.0405,8.3077,1.5,0.11,0.0174,0,0.01
3,0.1731,0.0346,13.8462,1.0,1,3,49.4,2.4,1.3846,2.9077,0.0,1,0.0692,8.3077,1.5,0.05,0.0255,0,0.01
3,0.04,0.02,2.0,1.3333,1,2,49.4,3.5,0.2,1.71,0.0,2,0.0838,3.5,1.5,0.04,0.0255,0,0.02
3,0.15,0.01,3.0,1.6667,1,3,49.4,3.8,0.3,2.32,0.0,2,0.1275,3.8,1.5,0.15,0.0182,0,0.01
3,0.29,0.01,6.0,2.3333,0,3,64.4,2.0,0.6,1.55,0.0,3,0.1789,2.0,1.5,0.29,0.0168,0,0.01
2,0.0,0.0,10.5882,1.0,0,2,34.0,0.8,1.5882,1.5882,0.0,1,0.0,2.1176,1.5,0.0,0.0,0,0.0
2,0.0,0.03,11.0,1.0,1,2,62.0,2.2,1.65,1.04,0.0,1,0.0,2.2,1.5,0.0,0.0218,0,0.03
2,0.0871,0.0,11.6129,1.0,1,3,51.6667,0.7,1.7419,0.0871,0.0,1,0.0174,2.0323,1.5,0.03,0.0174,0,0.0
2,0.0,0.0,12.0,1.0,0,3,61.25,1.4,1.8,2.97,0.0,1,0.011,1.4,1.5,0.0,0.011,0,0.0
2,0.06,0.0,5.0,1.0,0,2,67.0,2.7,0.75,2.39,0.0,1,0.0242,2.7,1.5,0.06,0.0081,0,0.0
2,0.0,0.0,14.0,1.3333,1,3,78.2,2.4,2.1,3.04,0.0,2,0.0207,2.4,1.5,0.0,0.0069,0,0.0
2,0.02,0.0,15.0,1.6667,0,3,78.2,2.9,2.25,2.12,0.0,2,0.0253,2.9,1.5,0.02,0.0,0,0.0
2,0.07,0.0,26.0,4.3333,1,4,90.0,8.6,3.9,1.68,0.0,9,0.03,8.6,1.5,0.07,0.0,0,0.0
2,0.0,0.0,8.4,4.0,0,4,87.0,1.5,1.26,2.112,0.0,1,0.031,1.8,1.5,0.0,0.0,0,0.0
2,0.01,0.01,16.0,3.3333,1,3,87.0,3.4,2.4,2.44,0.0,0,0.0207,3.4,1.5,0.01,0.0021,0,0.01
2,0.0,0.01,5.0,0.6667,1,3,87.0,0.6,0.75,1.6,0.0,1,0.0207,0.6,1.5,0.0,0.0041,0,0.01
2,0.04,0.0,17.0,2.0,1,4,87.0,1.2,2.55,1.68,0.0,5,0.0248,1.2,1.5,0.04,0.0041,0,0.0
2,0.09,0.13,8.0,2.3333,0,4,87.0,2.4,1.2,2.59,0.0,1,0.029,2.4,1.5,0.09,0.031,0,0.13
2,0.0,0.28,7.0,2.0,1,2,90.0,3.6,1.05,1.5,0.0,0,0.028,3.6,1.5,0.0,0.086,0,0.28
2,0.0,0.0,10.0,1.0,0,2,90.0,1.4,1.5,0.99,0.0,2,0.026,1.4,1.5,0.0,0.084,0,0.0
2,0.0,0.01,17.0,0.6667,0,2,90.0,2.6,2.55,2.28,0.0,0,0.026,2.6,1.5,0.0,0.084,0,0.01
2,0.0,0.03,19.0,1.0,1,4,90.0,6.1,2.85,2.81,0.0,1,0.018,6.1,1.5,0.0,0.09,0,0.03
2,0.0,0.0,8.0,0.3333,0,3,90.0,3.4,1.2,3.31,0.0,0,0.0,3.4,1.5,0.0,0.064,0,0.0
2,0.1,0.0,16.0,0.6667,1,3,90.0,2.9,2.4,1.83,0.0,1,0.02,2.9,1.5,0.1,0.008,0,0.0
2,0.0,0.0,13.2787,1.0,0,3,84.2,1.5,1.9918,2.523,0.0,2,0.0214,2.2131,1.5,0.0,0.0086,0,0.0
2,0.0,0.0,13.0,1.0,0,4,84.2,2.8,1.95,2.66,0.0,0,0.0214,2.8,1.5,0.0,0.0064,1,0.0
2,0.0,0.01,13.0,1.3333,1,3,84.2,2.3,1.95,1.71,0.0,2,0.0214,2.3,1.5,0.0,0.0021,0,0.01
2,0.0,0.0,3.0,0.6667,0,4,84.2,1.4,0.45,2.98,0.0,0,0.0214,1.4,1.5,0.0,0.0021,0,0.0
2,0.0,0.0,15.0,1.0,0,3,84.2,3.0,2.25,0.82,0.0,1,0.0,3.0,1.5,0.0,0.0021,1,0.0
2,0.0,0.0,13.0,1.0,1,3,90.0,2.9,1.95,0.34,0.0,2,0.0,2.9,1.5,0.0,0.002,0,0.0
2,0.0,0.03,17.0,1.0,1,3,90.0,3.1,2.55,3.14,0.0,0,0.0,3.1,1.5,0.0,0.008,0,0.03
2,0.0,0.01,18.0,1.0,0,3,90.0,2.2,2.7,1.21,0.0,1,0.0,2.2,1.5,0.0,0.008,0,0.01
2,0.12,0.01,10.0,1.0,1,4,90.0,4.8,1.5,1.43,0.0,2,0.024,4.8,1.5,0.12,0.01,1,0.01
2,0.0,0.0,10.0,1.3333,0,4,90.0,1.2,1.5,3.24,0.0,1,0.024,1.2,1.5,0.0,0.01,0,0.0
2,0.0,0.0,16.875,1.3333,1,4,75.2,0.0,2.5312,0.1125,0.0,1,0.0287,0.0,1.5,0.0,0.012,0,0.0
3,1.6615,0.0,13.8462,1.0,1,2,13.0,0.8,1.3846,5.6769,0.0,1,1.6615,5.5385,1.5,0.24,0.0,0,0.0
3,0.0,0.18,54.0,1.0,0,3,9.0,0.7,5.4,1.26,0.0,1,1.2,12.6,1.5,0.0,0.05,1,0.01
3,0.0,0.0,90.0,1.0,1,3,7.6667,0.6,9.0,13.32,0.0,1,0.9391,10.8,1.5,0.0,0.0391,0,0.0
3,0.0,0.105,9.0,1.3333,1,4,20.75,0.9,0.9,0.48,0.0,2,0.2602,1.35,1.5,0.0,0.0867,0,0.07
3,0.1333,0.0667,36.6667,2.3333,0,4,22.0,5.0,3.6667,0.6667,0.0,4,0.2291,16.6667,1.5,0.04,0.0818,1,0.02
3,0.55,0.8,15.0,2.3333,0,4,23.0,2.8,1.5,5.7,0.0,1,0.1174,14.0,1.5,0.11,0.2035,0,0.16
3,0.0,0.4091,24.5455,2.0,1,3,24.2,0.4,2.4545,3.4364,0.0,1,0.1116,3.2727,1.5,0.0,0.2231,0,0.05
3,0.0,0.0,22.5,1.0,0,2,24.8,0.3,2.25,3.2625,0.0,1,0.1089,3.375,1.5,0.0,0.2177,0,0.0
3,0.6353,0.4235,5.2941,1.0,0,2,16.2,1.6,0.5294,0.9,0.0,1,0.3,8.4706,1.5,0.12,0.3444,0,0.08
2,0.55,0.0,38.0,14.0,1,3,90.0,8.5,5.7,2.27,0.0,14,0.55,8.5,1.5,0.55,0.0,1,0.0
2,0.03,0.01,17.0,7.5,0,2,90.0,3.8,2.55,1.8,0.0,1,0.29,3.8,1.5,0.03,0.005,1,0.01
2,0.0,0.06,20.0,5.0,1,2,75.0,1.1,3.0,1.94,0.0,0,0.232,2.2,1.5,0.0,0.016,0,0.03
2,0.0,0.0,32.7273,0.6667,0,3,59.0,0.8,4.9091,2.5364,0.0,1,0.2212,6.5455,1.5,0.0,0.0153,0,0.0
2,0.1047,0.1047,23.0233,1.0,1,3,64.4,4.3,3.4535,0.8477,0.0,2,0.1901,4.5,1.5,0.1,0.0391,0,0.1
2,0.0,0.0,45.0,1.3333,0,3,47.6,0.3,6.75,0.45,0.0,1,0.0492,4.5,1.5,0.0,0.0529,1,0.0
2,0.0,0.0,270.0,1.3333,0,2,29.8,0.0,40.5,0.0,0.0,1,0.0604,0.0,1.5,0.0,0.0785,0,0.0
2,0.0,0.0,24.5455,1.0,1,3,23.0,0.4,3.6818,0.1636,0.0,1,0.0783,3.2727,1.5,0.0,0.0783,0,0.0
2,0.0,0.0,30.0,2.6667,0,2,38.8,3.9,4.5,2.35,0.0,6,0.0464,3.9,1.5,0.0,0.0464,1,0.0
2,0.0,0.17,14.0,2.6667,1,4,39.6,2.2,2.1,1.68,0.0,1,0.0,2.2,1.5,0.0,0.0773,0,0.17
2,0.0,0.02,11.0,2.3333,0,3,56.4,2.4,1.65,0.74,0.0,0,0.0,2.4,1.5,0.0,0.0606,0,0.02
2,0.08,0.0,13.0,0.6667,1,4,74.2,2.4,1.95,1.36,0.0,1,0.0194,2.4,1.5,0.08,0.0461,0,0.0
2,0.03,0.0,13.0,0.6667,0,4,90.0,1.7,1.95,2.1,0.0,1,0.022,1.7,1.5,0.03,0.038,0,0.0
2,0.0,0.0,18.9474,1.0,1,2,75.8,0.6,2.8421,1.3737,0.0,1,0.0261,2.8421,1.5,0.0,0.0451,0,0.0
2,0.02,0.01,17.0,1.3333,0,2,75.8,3.5,2.55,2.49,0.0,2,0.0309,3.5,1.5,0.02,0.0071,0,0.01
2,0.0,0.0,10.0,1.6667,0,3,75.8,2.1,1.5,1.74,0.0,2,0.0309,2.1,1.5,0.0,0.0024,0,0.0
