element_type,xG_per_90,xA_per_90,bps_per_90,form,was_home,FDR,last_minutes_5_match,ict_index,Defensive_Contribution_per_90,xGC_per_90,Saves_per_90,total_points,xG_per_90_L5M,ict_index_per_90,Opponent_xGC_per_90,xG_match,xA_per_90_L5M,is_setpiece_taker,xA_match
3,0.02,0.17,3.0,5.3333,0,4,67.4,5.4,0.3,0.26,0.0,3,0.4754,5.4,1.5,0.02,0.1789,1,0.17
3,0.4571,1.1429,27.1429,4.0,1,3,75.8,6.8,2.7143,0.1286,0.0,6,0.323,9.7143,1.5,0.32,0.342,0,0.8
3,0.8429,0.2143,45.7143,6.6667,0,2,73.0,12.4,4.5714,0.1857,0.0,11,0.4759,17.7143,1.5,0.59,0.3822,0,0.15
3,0.75,0.0,22.5,6.0,0,3,60.8,0.3,2.25,1.5,0.0,1,0.3434,2.25,1.5,0.1,0.4026,0,0.0
3,0.0,0.0,0.0,4.3333,1,3,48.6,0.0,0.0,1.02,0.0,1,0.3815,0.0,1.5,0.0,0.4148,0,0.0
3,0.0,0.8308,31.1538,1.0,0,3,35.8,2.4,3.1154,0.5192,0.0,1,0.5078,8.3077,1.5,0.0,0.5983,0,0.24
3,0.0,0.0391,15.6522,1.0,1,2,27.8,1.6,1.5652,2.8565,0.0,1,0.4468,6.2609,1.5,0.0,0.259,1,0.01
3,0.8,0.0,5.0,1.0,0,3,18.8,4.4,0.5,0.1,0.0,1,0.2489,22.0,1.5,0.16,0.2394,0,0.0
3,2.7,0.05,-5.0,1.0,1,3,20.0,2.4,-0.5,0.0,0.0,1,0.63,12.0,1.5,0.54,0.234,0,0.01
3,0.0667,0.0,26.6667,1.0,0,4,22.4,1.5,2.6667,4.1,0.0,1,0.5786,5.0,1.5,0.02,0.2089,0,0.0
3,0.0,0.0,20.0,1.0,1,2,19.0,0.4,2.0,0.0,0.0,1,0.6821,4.0,1.5,0.0,0.0189,0,0.0
3,0.7125,0.0,0.0,1.0,0,3,19.2,3.9,0.0,0.5625,0.0,1,0.8531,14.625,1.5,0.19,0.0094,0,0.0
3,0.18,0.44,22.0,1.3333,1,4,33.6,15.0,2.2,0.5,0.0,2,0.4982,15.0,1.5,0.18,0.2411,1,0.44
4,0.2625,0.0125,32.5,8.0,1,3,72.0,7.2,0.0,0.375,0.0,8,0.2625,9.0,1.5,0.21,0.0125,0,0.01
4,0.9346,0.0231,6.9231,6.5,0,3,75.0,4.9,0.0,0.5423,0.0,5,0.612,5.6538,1.5,0.81,0.018,0,0.02
4,0.86,0.2,48.0,6.0,1,3,65.0,6.9,0.0,0.5,0.0,5,0.6692,13.8,1.5,0.43,0.06,0,0.1
4,0.108,0.072,9.6,4.0,1,3,67.5,5.6,0.0,1.08,0.0,2,0.5133,6.72,1.5,0.09,0.0633,1,0.06
4,0.0554,0.0138,4.1538,3.0,0,3,67.0,0.4,0.0,0.1523,0.0,2,0.4245,0.5538,1.5,0.04,0.0537,0,0.01
4,0.11,0.0,0.0,1.6667,1,3,70.6,2.6,0.0,1.5,0.0,1,0.3773,2.6,1.5,0.11,0.0484,0,0.0
4,0.1588,0.1059,21.1765,2.6667,0,2,68.6,2.1,0.0,0.45,0.0,5,0.2073,2.7794,1.5,0.12,0.0656,1,0.08
4,0.1946,0.0,-1.2162,2.6667,1,2,74.4,1.6,0.0,0.6689,0.0,2,0.1258,1.9459,1.5,0.16,0.0363,0,0.0
4,0.2455,0.0,-12.2727,2.3333,0,2,63.8,1.5,0.0,0.2455,0.0,0,0.1382,6.1364,1.5,0.06,0.0254,0,0.0
4,0.96,0.02,77.0,6.3333,1,3,68.8,17.8,0.0,0.03,0.0,17,0.3689,17.8,1.5,0.96,0.0262,0,0.02
4,0.1731,0.0115,1.1538,6.3333,0,3,66.4,2.8,0.0,1.2577,0.0,2,0.3931,3.2308,1.5,0.15,0.0298,0,0.01
4,0.0,0.0,20.0,6.6667,1,3,54.6,0.0,0.0,0.3,0.0,1,0.4385,0.0,1.5,0.0,0.0099,0,0.0
4,0.15,0.0,11.25,1.3333,0,2,44.6,2.5,0.0,1.9125,0.0,1,0.4883,9.375,1.5,0.04,0.0121,0,0.0
4,2.0348,0.0,-7.8261,1.0,1,2,44.8,0.3,0.0,0.5087,0.0,1,0.671,1.1739,1.5,0.52,0.0121,0,0.0
4,0.5625,0.0,22.5,1.0,0,3,28.4,0.2,0.0,1.0125,0.0,1,0.4817,2.25,1.5,0.05,0.0063,1,0.0
4,0.0,0.0,150.0,2.0,1,4,14.6,2.7,0.0,6.1,0.0,4,0.7521,27.0,1.5,0.0,0.0,1,0.0
4,0.0,0.0,-15.0,1.6667,0,3,15.2,0.3,0.0,0.0,0.0,0,0.7224,2.25,1.5,0.0,0.0,0,0.0
4,0.6923,0.0,3.4615,1.6667,1,3,15.6,3.4,0.0,3.0115,0.0,1,0.8885,11.7692,1.5,0.2,0.0,0,0.0
4,0.21,0.01,4.0,1.0,0,4,29.0,2.6,0.0,1.34,0.0,2,0.2855,2.6,1.5,0.21,0.0062,0,0.01
4,0.0,1.5,160.0,2.3333,1,3,29.2,3.7,0.0,0.5,0.0,4,0.2527,37.0,1.5,0.0,0.0986,0,0.15
4,0.225,0.0,15.0,2.3333,0,3,29.8,0.5,0.0,2.325,0.0,1,0.2658,3.75,1.5,0.03,0.0966,0,0.0
4,0.2739,0.1174,-3.913,2.0,0,3,32.0,2.0,0.0,0.5087,0.0,1,0.2869,7.8261,1.5,0.07,0.1069,0,0.03
4,1.1143,0.0857,0.0,1.0,0,3,31.0,1.4,0.0,0.6429,0.0,1,0.331,6.0,1.5,0.26,0.1219,0,0.02
4,0.0,0.0,51.4286,1.0,1,2,15.8,1.6,0.0,0.45,0.0,1,0.4101,10.2857,1.5,0.0,0.2278,1,0.0
4,0.1125,0.0375,-3.75,1.0,1,3,18.8,1.6,0.0,0.6375,0.0,1,0.3734,6.0,1.5,0.03,0.0574,0,0.01
4,9.0,0.0,180.0,1.0,0,2,16.6,0.4,0.0,13.5,0.0,1,0.4988,36.0,1.5,0.1,0.0651,1,0.0
4,0.0,0.0,0.0,1.0,1,3,12.6,0.6,0.0,0.0,0.0,1,0.5571,18.0,1.5,0.0,0.0429,1,0.0
3,0.11,0.09,11.0,2.0,1,2,90.0,4.9,1.1,1.18,0.0,2,0.11,4.9,1.5,0.11,0.09,0,0.09
3,0.8393,0.091,32.3596,6.5,0,3,89.5,9.1,3.236,0.809,0.0,11,0.4726,9.2022,1.5,0.83,0.0905,1,0.09
3,0.1193,0.1518,10.8434,5.0,1,4,87.3333,4.8,1.0843,0.3145,0.0,2,0.3607,5.2048,1.5,0.11,0.1099,0,0.14
3,0.34,0.06,24.0,6.6667,1,3,88.0,8.4,2.4,0.96,0.0,7,0.3554,8.4,1.5,0.34,0.0972,0,0.06
3,0.31,0.08,12.0,4.0,0,4,88.4,9.4,1.2,0.3,0.0,3,0.3462,9.4,1.5,0.31,0.0937,0,0.08
3,0.04,0.05,1.0,3.6667,1,3,88.4,5.6,0.1,1.5,0.0,1,0.3319,5.6,1.5,0.04,0.0855,0,0.05
3,0.79,0.38,56.0,7.0,0,4,88.6,14.0,5.6,0.69,0.0,17,0.323,14.0,1.5,0.79,0.1442,0,0.38
3,0.08,0.16,7.0,7.0,1,3,90.0,5.4,0.7,0.55,0.0,3,0.312,5.4,1.5,0.08,0.146,0,0.16
3,0.0,0.1286,9.3506,7.3333,0,3,87.4,3.7,0.9351,1.5662,0.0,2,0.2513,4.3247,1.5,0.0,0.1606,1,0.11
3,0.09,0.14,10.0,2.6667,0,3,87.4,4.1,1.0,1.11,0.0,3,0.2059,4.1,1.5,0.09,0.173,1,0.14
3,0.17,0.78,46.0,5.0,1,3,87.4,16.1,4.6,0.71,0.0,10,0.2327,16.1,1.5,0.17,0.3233,0,0.78
3,0.06,0.44,24.0,6.0,0,2,87.4,12.5,2.4,0.5,0.0,5,0.0824,12.5,1.5,0.06,0.3357,0,0.44
3,0.38,0.14,9.0,5.6667,0,3,87.4,5.5,0.9,0.51,0.0,2,0.1442,5.5,1.5,0.38,0.3316,0,0.14
3,0.42,0.12,13.0,3.3333,1,3,90.0,10.7,1.3,0.69,0.0,3,0.224,10.7,1.5,0.42,0.324,0,0.12
3,0.06,0.16,26.0,4.3333,0,3,90.0,8.6,2.6,0.95,0.0,8,0.218,8.6,1.5,0.06,0.328,0,0.16
3,0.09,1.02,12.0,4.3333,1,3,90.0,16.4,1.2,1.48,0.0,2,0.202,16.4,1.5,0.09,0.376,0,1.02
3,0.11,0.24,13.0,4.0,0,4,90.0,6.6,1.3,1.34,0.0,2,0.212,6.6,1.5,0.11,0.336,0,0.24
3,0.06,0.07,11.0,2.3333,1,3,90.0,6.0,1.1,0.33,0.0,3,0.148,6.0,1.5,0.06,0.322,0,0.07
3,0.28,0.6,14.0,2.3333,0,3,90.0,10.0,1.4,0.25,0.0,2,0.12,10.0,1.5,0.28,0.418,0,0.6
3,0.22,0.6,17.0,2.3333,1,4,90.0,6.8,1.7,0.41,0.0,2,0.152,6.8,1.5,0.22,0.506,0,0.6
3,0.05,0.52,45.0,4.6667,0,3,90.0,15.5,4.5,0.21,0.0,10,0.144,15.5,1.5,0.05,0.406,0,0.52
3,0.13,0.41,45.0,8.6667,0,2,90.0,13.8,4.5,0.26,0.0,14,0.148,13.8,1.5,0.13,0.44,0,0.41
3,0.0,0.108,9.6,8.6667,1,2,87.0,4.2,0.96,0.108,0.0,2,0.1407,5.04,1.5,0.0,0.4593,0,0.09
3,0.69,0.21,40.0,8.6667,0,3,87.0,15.2,4.0,0.23,0.0,10,0.2255,15.2,1.5,0.69,0.3786,0,0.21
3,0.15,0.19,12.0,4.6667,1,2,87.0,7.4,1.2,0.97,0.0,2,0.211,7.4,1.5,0.15,0.2938,0,0.19
3,0.0,0.2,5.0,5.0,0,3,87.0,4.9,0.5,0.95,0.0,3,0.2007,4.9,1.5,0.0,0.2276,0,0.2
3,0.25,0.21,32.0,5.3333,1,2,87.0,10.3,3.2,0.27,0.0,11,0.2255,10.3,1.5,0.25,0.1862,0,0.21
3,0.0614,0.2966,18.4091,5.6667,0,3,89.6,5.9,1.8409,0.3886,0.0,3,0.231,6.0341,1.5,0.06,0.221,1,0.29
3,0.1731,0.1615,16.1538,5.6667,1,2,87.2,6.3,1.6154,0.4615,0.0,3,0.1259,7.2692,1.5,0.15,0.2126,0,0.14
3,0.21,0.17,26.0,5.0,0,4,87.2,11.0,2.6,0.14,0.0,9,0.1383,11.0,1.5,0.21,0.2085,0,0.17
3,0.08,1.13,44.0,7.6667,1,3,87.2,18.1,4.4,1.61,0.0,11,0.1548,18.1,1.5,0.08,0.4005,0,1.13
3,0.0614,0.1125,3.0682,7.3333,0,4,86.8,5.8,0.3068,2.4239,0.0,2,0.1161,5.9318,1.5,0.06,0.3816,0,0.11
3,0.7,0.4,10.0,5.3333,1,3,87.2,7.1,1.0,0.37,0.0,3,0.2477,7.1,1.5,0.7,0.4025,0,0.4
3,0.08,0.04,11.0,2.6667,0,2,89.6,4.2,1.1,0.62,0.0,3,0.227,4.2,1.5,0.08,0.3717,0,0.04
3,0.37,0.58,34.0,5.3333,1,2,89.6,18.7,3.4,0.5,0.0,10,0.2592,18.7,1.5,0.37,0.454,0,0.58
3,0.0,0.06,18.0,2.0,1,3,90.0,5.3,1.8,1.18,0.0,2,0.0,5.3,1.5,0.0,0.06,0,0.06
3,0.07,0.05,21.0,2.5,0,3,90.0,5.6,2.1,1.06,0.0,3,0.035,5.6,1.5,0.07,0.055,0,0.05
3,0.0,0.1309,26.1818,2.0,1,3,78.3333,1.8,2.6182,0.4745,0.0,1,0.0268,2.9455,1.5,0.0,0.0728,0,0.08
3,0.0,0.12,18.0,1.6667,1,2,62.5,0.4,1.8,0.0,0.0,1,0.0252,2.4,1.5,0.0,0.0756,0,0.02
3,0.0,0.144,25.2,1.0,0,2,55.0,0.6,2.52,0.396,0.0,1,0.0229,2.16,1.5,0.0,0.0818,1,0.04
3,0.0,0.0,270.0,1.0,1,3,37.2,0.0,27.0,0.0,0.0,1,0.0339,0.0,1.5,0.0,0.0919,1,0.0
3,0.0,0.0,11.25,1.0,0,4,24.0,0.5,1.125,0.9,0.0,1,0.0,1.875,1.5,0.0,0.105,0,0.0
3,0.0,0.1364,15.0,1.6667,1,4,26.2,0.9,1.5,0.1364,0.0,3,0.0,1.2273,1.5,0.0,0.1099,1,0.1
3,0.0,0.0,27.0,1.6667,0,3,25.2,0.0,2.7,0.0,0.0,1,0.0,0.0,1.5,0.0,0.1,0,0.0
3,0.1901,0.038,16.4789,2.3333,1,4,34.4,4.4,1.6479,2.0408,0.0,3,0.0785,5.5775,1.5,0.15,0.068,0,0.03
3,0.0,0.02,13.0,1.6667,0,2,52.2,1.8,1.3,2.37,0.0,1,0.0517,1.8,1.5,0.0,0.0517,0,0.02
3,0.15,0.09,10.0,2.0,1,3,65.4,4.1,1.0,0.37,0.0,2,0.0826,4.1,1.5,0.15,0.0661,0,0.09
3,0.0,0.02,14.0,2.0,0,2,70.2,0.9,1.4,0.62,0.0,3,0.0769,0.9,1.5,0.0,0.041,0,0.02
3,0.0794,0.0926,9.2647,2.0,1,2,81.8,1.5,0.9265,0.6618,0.0,1,0.0792,1.9853,1.5,0.06,0.0506,0,0.07
1,0.0,0.0,10.0,2.0,1,3,90.0,1.3,0.0,1.18,1.0,2,0.0,1.3,1.5,0.0,0.0,0,0.0
1,0.0,0.01,25.0,4.0,0,4,90.0,1.5,0.0,1.06,2.0,6,0.0,1.5,1.5,0.0,0.005,0,0.01
1,0.0,0.0,10.0,3.0,1,2,90.0,1.2,0.0,0.53,1.0,1,0.0,1.2,1.5,0.0,0.0033,0,0.0
1,0.0,0.0,10.0,3.0,1,3,90.0,1.1,0.0,0.96,1.0,2,0.0,1.1,1.5,0.0,0.0025,0,0.0
1,0.0,0.0,22.0,3.0,0,3,90.0,0.5,0.0,1.11,1.0,6,0.0,0.5,1.5,0.0,0.002,0,0.0
1,0.0,0.0,13.0,3.6667,1,3,90.0,1.7,0.0,0.97,3.0,3,0.0,1.7,1.5,0.0,0.002,0,0.0
3,0.19,0.17,37.0,10.0,1,3,90.0,13.9,3.7,1.18,0.0,10,0.19,13.9,1.5,0.19,0.17,0,0.17
3,0.1636,0.1125,15.3409,6.5,0,3,89.0,7.1,1.5341,0.8182,0.0,3,0.177,7.2614,1.5,0.16,0.1416,0,0.11
3,1.36,1.08,26.0,7.0,1,3,89.3333,17.9,2.6,0.53,0.0,8,0.5743,17.9,1.5,1.36,0.4567,0,1.08
3,0.45,0.24,22.0,5.0,1,3,89.5,13.5,2.2,0.96,0.0,4,0.543,13.5,1.5,0.45,0.4022,1,0.24
3,0.0,0.14,20.0,6.0,0,3,89.6,5.4,2.0,0.3,0.0,6,0.4339,5.4,1.5,0.0,0.3496,0,0.14
3,0.86,0.27,46.0,7.6667,1,3,89.6,15.3,4.6,1.41,0.0,13,0.5685,15.3,1.5,0.86,0.3696,0,0.27
3,1.152,0.54,34.8,9.3333,0,3,87.0,12.2,3.48,0.828,0.0,9,0.751,14.64,1.5,0.96,0.451,0,0.45
3,0.0,0.16,20.0,9.0,0,3,87.0,8.2,2.0,1.36,0.0,5,0.4697,8.2,1.5,0.0,0.2607,1,0.16
3,0.0,0.075,20.0,6.6667,1,4,83.4,3.6,2.0,0.0375,0.0,6,0.3928,4.5,1.5,0.0,0.2331,0,0.06
3,0.02,0.25,13.0,4.3333,0,3,83.4,4.8,1.3,1.09,0.0,2,0.3971,4.8,1.5,0.02,0.2568,0,0.25
3,0.1687,0.45,22.5,4.3333,1,3,81.4,9.4,2.25,0.3038,0.0,5,0.2499,10.575,1.5,0.15,0.2919,0,0.4
3,0.0,0.46,29.0,5.0,0,3,84.4,10.4,2.9,1.11,0.0,8,0.0363,10.4,1.5,0.0,0.2836,0,0.46
3,0.32,0.69,27.0,7.0,1,3,84.4,16.2,2.7,0.71,0.0,8,0.1045,16.2,1.5,0.32,0.3967,0,0.69
3,0.1,0.39,22.0,7.0,0,2,88.0,9.8,2.2,0.5,0.0,5,0.1207,9.8,1.5,0.1,0.448,0,0.39
3,0.39,0.09,4.0,5.0,0,3,88.0,6.2,0.4,0.51,0.0,2,0.1964,6.2,1.5,0.39,0.4152,1,0.09
3,0.2352,0.7261,15.3409,3.3333,1,4,89.6,10.3,1.5341,0.6852,0.0,3,0.2089,10.5341,1.5,0.23,0.4701,0,0.71
3,0.04,0.08,3.0,2.0,0,4,89.6,6.8,0.3,0.95,0.0,1,0.217,6.8,1.5,0.04,0.3937,0,0.08
3,0.58,0.57,6.0,2.0,1,2,89.6,17.6,0.6,1.48,0.0,2,0.2692,17.6,1.5,0.58,0.3696,0,0.57
3,1.0,0.09,18.0,3.3333,0,4,89.6,10.6,1.8,1.34,0.0,7,0.45,10.6,1.5,1.0,0.3094,0,0.09
3,0.1,0.41,17.0,4.0,1,2,89.6,8.4,1.7,0.33,0.0,3,0.3917,8.4,1.5,0.1,0.3737,1,0.41
3,0.36,0.19,35.0,6.6667,0,2,90.0,14.5,3.5,0.4,0.0,10,0.416,14.5,1.5,0.36,0.268,0,0.19
3,1.3615,0.0346,27.6923,7.3333,1,3,87.6,7.9,2.7692,0.45,0.0,9,0.6616,9.1154,1.5,1.18,0.2651,1,0.03
3,2.3455,0.6409,68.1818,11.3333,0,3,82.8,20.3,6.8182,0.1091,0.0,15,0.9478,27.6818,1.5,1.72,0.2587,1,0.47
3,1.1382,0.3176,59.5588,13.0,0,4,78.4,11.7,5.9559,0.1456,0.0,15,0.9689,15.4853,1.5,0.86,0.3077,0,0.24
3,0.18,0.852,33.6,13.3333,1,3,75.4,12.2,3.36,0.108,0.0,10,1.0194,14.64,1.5,0.15,0.3915,0,0.71
3,0.52,0.52,46.0,10.6667,0,2,66.4,7.8,4.6,0.06,0.0,7,1.1304,15.6,1.5,0.26,0.4636,0,0.26
3,0.09,0.36,14.0,6.3333,1,3,68.8,7.7,1.4,0.97,0.0,2,0.8058,7.7,1.5,0.09,0.5337,0,0.36
3,0.0,0.0117,0.0,4.0,0,3,71.0,1.0,0.0,0.8766,0.0,3,0.3448,1.1688,1.5,0.0,0.4006,0,0.01
3,1.4143,0.3286,41.4286,5.0,0,3,70.0,12.5,4.1429,0.5429,0.0,10,0.3831,17.8571,1.5,0.99,0.4037,0,0.23
3,0.54,0.27,15.0,5.0,1,2,73.0,8.8,1.5,1.13,0.0,2,0.4636,8.8,1.5,0.54,0.2786,0,0.27
3,0.21,0.28,10.0,5.0,0,3,82.0,10.3,1.0,0.14,0.0,3,0.4017,10.3,1.5,0.21,0.2524,0,0.28
3,0.1778,0.2333,32.2222,3.6667,1,2,80.2,12.4,3.2222,1.7889,0.0,6,0.4264,13.7778,1.5,0.16,0.2244,0,0.21
3,0.41,0.02,31.0,7.0,0,2,82.8,10.9,3.1,2.37,0.0,12,0.5022,10.9,1.5,0.41,0.2196,1,0.02
3,1.2918,0.5612,34.9412,9.3333,1,3,87.2,19.9,3.4941,0.3918,0.0,10,0.5243,21.0706,1.5,1.22,0.2704,0,0.53
3,0.3778,0.3,5.5556,8.0,0,2,85.4,10.2,0.5556,0.6889,0.0,2,0.4932,11.3333,1.5,0.34,0.2761,0,0.27
2,0.0,0.03,22.0,5.0,1,4,90.0,4.9,3.3,1.18,0.0,5,0.0,4.9,1.5,0.0,0.03,0,0.03
2,0.0,0.01,29.0,6.5,0,4,90.0,2.9,4.35,1.06,0.0,8,0.0,2.9,1.5,0.0,0.02,1,0.01
2,0.04,0.03,14.0,4.6667,1,3,90.0,3.9,2.1,0.53,0.0,1,0.0133,3.9,1.5,0.04,0.0233,1,0.03
2,0.0,0.01,17.0,3.6667,1,3,90.0,2.3,2.55,0.96,0.0,2,0.01,2.3,1.5,0.0,0.02,0,0.01
2,0.0,0.01,27.0,3.0,0,2,90.0,2.7,4.05,0.3,0.0,6,0.008,2.7,1.5,0.0,0.018,0,0.01
2,0.0,0.01,11.0,3.0,1,4,90.0,2.3,1.65,1.5,0.0,1,0.008,2.3,1.5,0.0,0.014,0,0.01
2,0.0,0.0,25.0,4.3333,0,3,90.0,0.8,3.75,0.69,0.0,6,0.008,0.8,1.5,0.0,0.012,0,0.0
2,0.0,0.01,26.0,4.6667,1,4,90.0,1.5,3.9,0.55,0.0,7,0.0,1.5,1.5,0.0,0.008,0,0.01
2,0.0,0.01,14.0,4.6667,0,2,90.0,1.2,2.1,1.36,0.0,1,0.0,1.2,1.5,0.0,0.008,1,0.01
2,0.0,0.3,27.0,5.0,1,2,90.0,2.1,4.05,0.03,0.0,7,0.0,2.1,1.5,0.0,0.066,1,0.3
2,0.02,0.01,11.0,3.3333,0,4,90.0,1.7,1.65,1.09,0.0,2,0.004,1.7,1.5,0.02,0.066,0,0.01
2,0.64,0.03,27.0,6.0,1,3,90.0,8.6,4.05,0.3,0.0,9,0.132,8.6,1.5,0.64,0.072,0,0.03
2,0.01,0.03,22.0,5.6667,0,2,90.0,1.1,3.3,1.11,0.0,6,0.134,1.1,1.5,0.01,0.076,0,0.03
2,0.0,0.01,8.0,5.3333,1,3,90.0,1.0,1.2,0.71,0.0,1,0.134,1.0,1.5,0.0,0.076,0,0.01
2,0.0,0.01,14.0,2.6667,0,3,90.0,1.7,2.1,0.5,0.0,1,0.134,1.7,1.5,0.0,0.018,0,0.01
2,0.36,0.01,11.0,1.3333,0,2,90.0,2.8,1.65,0.51,0.0,2,0.202,2.8,1.5,0.36,0.018,1,0.01
2,0.0,0.01,29.0,3.3333,1,4,90.0,2.3,4.35,0.69,0.0,7,0.074,2.3,1.5,0.0,0.014,0,0.01
2,0.0,0.0,15.0,3.6667,0,2,90.0,2.0,2.25,0.95,0.0,2,0.072,2.0,1.5,0.0,0.008,0,0.0
2,0.1,0.04,16.0,3.3333,1,3,90.0,5.1,2.4,1.48,0.0,1,0.092,5.1,1.5,0.1,0.014,1,0.04
2,0.0,0.02,11.0,1.0,0,4,90.0,1.8,1.65,1.34,0.0,0,0.092,1.8,1.5,0.0,0.016,0,0.02
2,0.0,0.0,27.0,2.3333,1,3,90.0,1.3,4.05,0.33,0.0,6,0.02,1.3,1.5,0.0,0.014,0,0.0
2,0.0,0.04,16.0,2.6667,0,3,90.0,3.0,2.4,0.4,0.0,2,0.02,3.0,1.5,0.0,0.02,0,0.04
2,0.0,0.0,7.0,3.0,1,3,90.0,0.6,1.05,0.41,0.0,1,0.02,0.6,1.5,0.0,0.02,0,0.0
2,0.25,0.04,44.0,5.0,0,3,90.0,10.6,6.6,0.21,0.0,12,0.05,10.6,1.5,0.25,0.02,0,0.04
2,0.0,0.01,25.0,6.3333,0,3,90.0,1.3,3.75,0.26,0.0,6,0.05,1.3,1.5,0.0,0.018,1,0.01
2,0.12,0.01,15.0,6.6667,1,3,90.0,1.7,2.25,0.16,0.0,2,0.074,1.7,1.5,0.12,0.02,0,0.01
2,0.0,0.07,27.0,4.6667,0,3,90.0,3.1,4.05,0.23,0.0,6,0.074,3.1,1.5,0.0,0.026,0,0.07
2,0.0,0.01,10.0,3.3333,1,3,90.0,2.4,1.5,0.97,0.0,2,0.074,2.4,1.5,0.0,0.028,1,0.01
2,0.0,0.0,28.0,5.0,0,2,90.0,2.4,4.2,0.95,0.0,7,0.024,2.4,1.5,0.0,0.02,1,0.0
2,0.0,0.01,28.0,5.3333,1,4,90.0,1.0,4.2,0.27,0.0,7,0.024,1.0,1.5,0.0,0.02,0,0.01
2,0.0,0.01,24.0,6.3333,0,2,90.0,0.9,3.6,0.53,0.0,5,0.0,0.9,1.5,0.0,0.02,0,0.01
2,0.0,0.01,13.0,4.3333,1,4,90.0,1.9,1.95,1.13,0.0,1,0.0,1.9,1.5,0.0,0.008,0,0.01
2,0.0,0.01,27.0,4.6667,0,2,90.0,1.3,4.05,0.14,0.0,8,0.0,1.3,1.5,0.0,0.008,0,0.01
2,0.0,0.0,28.0,5.0,1,3,90.0,1.6,4.2,1.61,0.0,6,0.0,1.6,1.5,0.0,0.008,0,0.0
2,0.0,0.0,14.0,5.0,0,3,90.0,2.4,2.1,2.37,0.0,1,0.0,2.4,1.5,0.0,0.006,0,0.0
2,0.11,0.01,26.0,4.3333,1,2,90.0,5.1,3.9,0.37,0.0,6,0.022,5.1,1.5,0.11,0.006,1,0.01
2,0.05,0.0,30.0,5.3333,0,4,90.0,3.7,4.5,0.64,0.0,9,0.032,3.7,1.5,0.05,0.004,0,0.0
2,0.0,0.08,16.0,5.6667,1,2,90.0,2.1,2.4,0.5,0.0,2,0.032,2.1,1.5,0.0,0.018,1,0.08
3,0.0,0.0,4.8649,2.0,0,2,74.0,1.2,0.4865,1.1311,0.0,2,0.0,1.4595,1.5,0.0,0.0,1,0.0
3,0.0964,0.0161,11.25,1.5,1,3,65.0,1.7,1.125,0.225,0.0,1,0.0415,2.7321,1.5,0.06,0.0069,0,0.01
3,0.0,0.0,15.0,1.3333,1,3,49.3333,0.6,1.5,0.35,0.0,1,0.0365,3.0,1.5,0.0,0.0061,0,0.0
3,0.0,0.0342,10.2532,1.6667,1,3,56.75,1.0,1.0253,1.4582,0.0,3,0.0238,1.1392,1.5,0.0,0.0159,0,0.03
3,0.03,0.01,25.0,3.3333,0,4,63.4,5.8,2.5,2.59,0.0,6,0.0256,5.8,1.5,0.03,0.0142,0,0.01
3,0.0,0.01,11.0,3.6667,1,3,66.6,0.8,1.1,1.5,0.0,2,0.0243,0.8,1.5,0.0,0.0162,0,0.01
3,0.1482,0.0424,13.7647,3.3333,0,2,72.4,3.7,1.3765,1.0482,0.0,2,0.0423,3.9176,1.5,0.14,0.0224,0,0.04
3,0.0269,0.1746,24.1791,3.0,1,2,82.2,3.9,2.4179,0.4836,0.0,5,0.0416,5.2388,1.5,0.02,0.0482,0,0.13
3,0.0,0.04,14.0,2.6667,0,2,84.4,4.1,1.4,2.28,0.0,1,0.0405,4.1,1.5,0.0,0.0491,0,0.04
3,0.0,0.05,19.0,2.6667,1,2,84.4,2.7,1.9,1.81,0.0,2,0.0341,2.7,1.5,0.0,0.0576,0,0.05
3,0.02,0.32,19.0,1.6667,1,3,84.4,6.5,1.9,2.81,0.0,2,0.0384,6.5,1.5,0.02,0.1237,0,0.32
3,0.0,0.0,8.0,1.6667,0,4,76.4,0.4,0.8,2.2,0.0,1,0.0094,0.8,1.5,0.0,0.1272,0,0.0
3,0.0,0.0257,16.7143,1.6667,1,2,77.0,1.0,1.6714,3.0857,0.0,2,0.0047,1.2857,1.5,0.0,0.1005,1,0.02
3,0.0,0.01,8.0,1.3333,0,3,77.0,2.2,0.8,1.21,0.0,1,0.0047,2.2,1.5,0.0,0.0935,0,0.01
3,0.0,0.09,25.0,3.0,1,4,77.0,5.6,2.5,1.43,0.0,6,0.0047,5.6,1.5,0.0,0.1029,0,0.09
3,0.28,0.02,32.0,5.3333,0,2,77.0,7.0,3.2,3.24,0.0,9,0.0655,7.0,1.5,0.28,0.0327,0,0.02
3,0.0,0.01,7.0,5.3333,1,2,86.0,1.7,0.7,1.06,0.0,1,0.0586,1.7,1.5,0.0,0.0314,0,0.01
3,0.0,0.9,450.0,1.0,1,4,1.0,0.5,45.0,7.2,0.0,1,0.0,45.0,1.5,0.0,0.9,0,0.01
3,4.6,0.0,-10.0,1.0,0,3,5.0,4.1,-1.0,0.0,0.0,1,4.14,41.0,1.5,0.46,0.09,0,0.0
3,0.0,0.0,8.1818,1.0,0,4,10.6667,0.0,0.8182,0.2455,0.0,1,1.2938,0.0,1.5,0.0,0.0281,0,0.0
3,0.425,0.05,22.5,2.6667,1,2,26.0,4.5,2.25,0.0375,0.0,6,0.6923,5.625,1.5,0.34,0.0433,0,0.04
